you	ˈju
winds	ˈwɪndz
vanished	ˈvænɪʃt
wizard	ˈwɪzɚd
ranger	ˈɹeɪndʒɚ
celebrity	səˈlɛbɹɪti
sniffles	ˈsnɪfəlz
stores	ˈstɔɹz
aha	ˌɑˈhɑ
intentions	ˌɪˈntɛntʃənz
plague	ˈpleɪɡ
farmers	ˈfɑɹmɚz
breeze	ˈbɹiz
rascal	ˈɹæskəl
convenient	kəˈnvinjənt
bonus	ˈboʊnəs
dong	ˈdɔŋ
hush	ˈhʌʃ
instinct	ˈɪnstɪŋkt
entitled	ɛˈntaɪtəld
porter	ˈpɔɹtɚ
maurice	mɔˈɹis
wrist	ˈɹɪst
originally	ɚˈɪdʒənəli
coins	ˈkɔɪnz
drain	ˈdɹeɪn
physics	ˈfɪzɪks
phoebe	ˈfibi
furious	ˈfjʊɹiəs
sniffs	ˈsnɪfs
vampires	ˈvæmpaɪɹz
defending	dɪˈfɛndɪŋ
sector	ˈsɛktɚ
income	ˈɪˌnkʌm
finn	ˈfɪn
offended	əˈfɛndəd
decides	ˌdɪˈsaɪdz
laser	ˈleɪzɚ
fled	ˈflɛd
beers	ˈbɪɹz
boxing	ˈbɑksɪŋ
accurate	ˈækjɚət
kung	ˈkʌŋ
snakes	ˈsneɪks
thumb	ˈθʌm
bald	ˈbɔld
sharon	ˈʃæɹən
suspicion	səˈspɪʃən
convicted	kəˈnvɪktəd
roots	ˈɹuts
shares	ˈʃɛɹz
bernard	bɚˈnɑɹd
jessie	ˈdʒɛsi
wang	ˈwæŋ
harrison	ˈhɛɹɪsən
blues	ˈbluz
confusing	kəˈnfjuzɪŋ
lobby	ˈlɑbi
recipe	ˈɹɛsəpi
las	ˈlɑs
winston	ˈwɪnstən
generally	ˈdʒɛnɚəli
seeking	ˈsikɪŋ
secretly	ˈsikɹɪtli
declare	dɪˈklɛɹ
freaked	ˈfɹikt
missile	ˈmɪsəl
ensure	ɛˈnʃʊɹ
tricky	ˈtɹɪki
pointed	ˈpɔɪntɪd
hockey	ˈhɑki
bubble	ˈbʌbəl
contacts	ˈkɑˌntækts
maximum	ˈmæksəməm
reminded	ɹiˈmaɪndɪd
carriage	ˈkæɹɪdʒ
curtain	ˈkɝtən
clues	ˈkluz
hostages	ˈhɑstədʒəz
circles	ˈsɝkəlz
author	ˈɔθɚ
wallace	ˈwɔləs
receiving	ɹəˈsivɪŋ
debts	ˈdɛts
cellar	ˈsɛlɚ
tortured	ˈtɔɹtʃɚd
tips	ˈtɪps
mates	ˈmeɪts
mortal	ˈmɔɹtəl
reporters	ɹɪˈpɔɹtɚz
associate	əˈsoʊsiət
honesty	ˈɑnəsti
laptop	ˈlæˌptɑp
jung	ˈjʊŋ
katherine	ˈkæθɚɪn
rainbow	ˈɹeɪˌnboʊ
seed	ˈsid
mature	məˈtʃʊɹ
deed	ˈdid
kay	ˈkeɪ
expenses	ɪˈkspɛnsəz
discussing	dɪˈskʌsɪŋ
pirate	ˈpaɪɹət
meals	ˈmilz
performing	pɚˈfɔɹmɪŋ
remained	ɹɪˈmeɪnd
prostitute	ˈpɹɑstəˌtut
adams	ˈædəmz
retirement	ɹiˈtaɪɚmənt
platform	ˈplæˌtfɔɹm
claus	ˈklɔz
erica	ˈɛɹɪkə
beds	ˈbɛdz
writes	ˈɹaɪts
illusion	ˌɪˈluʒən
mill	ˈmɪl
dealt	ˈdɛlt
hears	ˈhiɹz
manhattan	mæˈnhætən
mole	ˈmoʊl
rang	ˈɹæŋ
prosecution	ˌpɹɑsəˈkjuʃən
fatal	ˈfeɪtəl
copper	ˈkɑpɚ
troubled	ˈtɹʌbəld
heir	ˈɛɹ
traces	ˈtɹeɪsəz
owners	ˈoʊnɚz
length	ˈlɛŋkθ
dentist	ˈdɛntəst
zach	ˈzæk
lesbian	ˈlɛzbiən
enterprise	ˈɛntɚˌpɹaɪz
tournament	ˈtʊɹnəmənt
travelling	ˈtɹævəlɪŋ
confessed	kəˈnfɛst
roast	ˈɹoʊst
website	ˈwɛˌbsaɪt
ja	ˈjɑ
mikey	ˈmaɪki
flood	ˈflʌd
harbor	ˈhɑɹbɚ
lola	ˈloʊlə
rory	ˈɹɔɹi
richie	ˈɹɪtʃi
mansion	ˈmænʃən
mademoiselle	ˌmædəməˈzɛl
auction	ˈɑkʃən
desires	dɪˈzaɪɚz
bachelor	ˈbætʃəlɚ
haunted	ˈhɔntɪd
distracted	dɪˈstɹæktəd
smashed	ˈsmæʃt
rodney	ˈɹɑdni
scheduled	ˈskɛdʒʊld
negotiate	nəˈɡoʊʃiˌeɪt
champ	ˈtʃæmp
allows	əˈlaʊz
shotgun	ˈʃɑˌtɡʌn
nigger	ˈnɪɡɚ
cocktail	ˈkɑˌkteɪl
donkey	ˈdɑŋki
pointing	ˈpɔɪntɪŋ
butler	ˈbʌtlɚ
dizzy	ˈdɪzi
methods	ˈmɛθədz
reference	ˈɹɛfɚəns
georgia	ˈdʒɔɹdʒə
bully	ˈbʊli
lydia	ˈlɪdiə
collapse	kəˈlæps
alfred	ˈælfɹəd
ana	ˈɑnə
minimum	ˈmɪnəməm
chairs	ˈtʃɛɹz
hee	ˈhi
patty	ˈpæti
owes	ˈoʊz
included	ˌɪˈnkludəd
carmen	ˈkɑɹmən
civilization	ˌsɪvəlɪˈzeɪʃən
prices	ˈpɹaɪsəz
wealthy	ˈwɛlθi
bart	ˈbɑɹt
depression	dɪˈpɹɛʃən
tide	ˈtaɪd
rented	ˈɹɛntɪd
bra	ˈbɹɑ
lin	ˈlɪn
fellows	ˈfɛloʊz
rot	ˈɹɑt
password	ˈpæˌswɝd
th	ˈtiˈeɪtʃ
kirk	ˈkɝk
pedro	ˈpeɪdɹoʊ
spill	ˈspɪl
cured	ˈkjʊɹd
naomi	neɪˈoʊmi
hardest	ˈhɑɹdəst
deceased	dɪˈsist
sleepy	ˈslipi
static	ˈstætɪk
hawaii	həˈwaɪˌi
almighty	ɔˈlmaɪti
murray	ˈmɝi
offers	ˈɔfɚz
bruno	ˈbɹunoʊ
phrase	ˈfɹeɪz
disgrace	dɪˈsɡɹeɪs
sources	ˈsɔɹsəz
approval	əˈpɹuvəl
turtles	ˈtɝtəlz
screech	ˈskɹitʃ
snack	ˈsnæk
collected	kəˈlɛktəd
ding	ˈdɪŋ
fur	ˈfɝ
jewels	ˈdʒuəlz
jan	ˈdʒæn
cheek	ˈtʃik
legally	ˈliɡəli
ditch	ˈdɪtʃ
benefits	ˈbɛnəfɪts
roars	ˈɹɔɹz
arnold	ˈɑɹnəld
dime	ˈdaɪm
domestic	dəˈmɛstɪk
chuckle	ˈtʃʌkəl
hack	ˈhæk
ransom	ˈɹænsəm
chang	ˈtʃæŋ
bore	ˈbɔɹ
muslim	ˈmʌzləm
loads	ˈloʊdz
waitress	ˈweɪtɹəs
nurses	ˈnɝsəz
glenn	ˈɡlɛn
spite	ˈspaɪt
rebel	ˈɹɛbəl
clearing	ˈklɪɹɪŋ
andre	ˈɑˌndɹeɪ
fortunate	ˈfɔɹtʃənət
survivors	sɚˈvaɪvɚz
reply	ɹɪˈplaɪ
disappoint	ˌdɪsəˈpɔɪnt
orbit	ˈɔɹbət
expose	ɪˈkspoʊz
gin	ˈdʒɪn
austin	ˈɔstən
toe	ˈtoʊ
sympathy	ˈsɪmpəθi
intel	ˌɪˈntɛl
growth	ˈɡɹoʊθ
psychiatrist	səˈkaɪətɹəst
slams	ˈslæmz
encounter	ɪˈnkaʊntɚ
daphne	ˈdæfni
passenger	ˈpæsəndʒɚ
monkeys	ˈmʌŋkiz
accompany	əˈkʌmpəni
hats	ˈhæts
column	ˈkɑləm
sigh	ˈsaɪ
pounding	ˈpaʊndɪŋ
economic	ˌɛkəˈnɑmɪk
tales	ˈteɪlz
theirs	ˈðɛɹz
brat	ˈbɹæt
follows	ˈfɑloʊz
spreading	ˈspɹɛdɪŋ
burt	ˈbɝt
hilarious	hɪˈlɛɹiəs
hallway	ˈhɔˌlweɪ
hamilton	ˈhæməltən
exclusive	ɪˈksklusɪv
chimes	ˈtʃaɪmz
greet	ˈɡɹit
decades	dɛˈkeɪdz
bowling	ˈboʊlɪŋ
buttons	ˈbʌtənz
confusion	kəˈnfjuʒən
thud	ˈθʌd
hooker	ˈhʊkɚ
ruining	ˈɹuɪnɪŋ
dreadful	ˈdɹɛdfəl
collecting	kəˈlɛktɪŋ
lions	ˈlaɪənz
sheila	ˈʃilə
douglas	ˈdʌɡləs
february	ˈfɛbjəˌwɛɹi
elvis	ˈɛlvɪs
forty	ˈfɔɹti
sleeps	ˈslips
sung	ˈsʌŋ
brass	ˈbɹæs
shrink	ˈʃɹɪŋk
zack	ˈzæk
sworn	ˈswɔɹn
email	iˈmeɪl
proven	ˈpɹuvən
tasty	ˈteɪsti
covers	ˈkʌvɚz
sandwiches	ˈsændwɪtʃɪz
rarely	ˈɹɛɹli
wyatt	ˈwaɪət
programme	ˈpɹoʊˌɡɹæm
irene	aɪˈɹin
dee	ˈdi
contacted	ˈkɑˌntæktɪd
chemistry	ˈkɛməstɹi
assured	əˈʃʊɹd
applied	əˈplaɪd
elected	ɪˈlɛktəd
subjects	ˈsʌbdʒɪkts
lust	ˈlʌst
label	ˈleɪbəl
shakespeare	ˈʃeɪˌkspiɹ
tan	ˈtæn
ego	ˈiɡoʊ
forgiven	fɚˈɡɪvən
phoenix	ˈfinɪks
companion	kəˈmpænjən
lottery	ˈlɑtɚi
worm	ˈwɝm
publicity	pəˈblɪsəti
butterfly	ˈbʌtɚˌflaɪ
dialogue	ˈdaɪəˌlɔɡ
cal	ˈkæl
tremendous	tɹəˈmɛndəs
pervert	ˈpɝvɚt
establish	ɪˈstæblɪʃ
dearest	ˈdɪɹəst
intimate	ˈɪntəmət
eager	ˈiɡɚ
se	ˈseɪ
cathy	ˈkæθi
atlantic	əˈtlæntɪk
contains	kəˈnteɪnz
thompson	ˈtɑmpsən
shirley	ˈʃɝli
bets	ˈbɛts
presentation	ˌpɹɛzəˈnteɪʃən
allergic	əˈlɝdʒɪk
den	ˈdɛn
wells	ˈwɛlz
spoiled	ˈspɔɪld
chen	ˈtʃɛn
accomplished	əˈkɑmplɪʃt
repay	ɹiˈpeɪ
politicians	ˌpɑləˈtɪʃənz
logic	ˈlɑdʒɪk
gratitude	ˈɡɹætəˌtud
afghanistan	æˈfɡænəˌstæn
exception	ɪˈksɛpʃən
ultimately	ˈʌltəmətli
pablo	ˈpɑbloʊ
compromise	ˈkɑmpɹəˌmaɪz
majority	məˈdʒɔɹəti
journal	ˈdʒɝnəl
signals	ˈsɪɡnəlz
bent	ˈbɛnt
dock	ˈdɑk
meg	ˈmɛɡ
essential	ɛˈsɛnʃəl
campbell	ˈkæmbəl
climate	ˈklaɪmət
experiments	ɪˈkspɛɹəmənts
ink	ˈɪŋk
magazines	ˈmæɡəˌzinz
rivers	ˈɹɪvɚz
teresa	tɚˈisə
administration	æˌdmɪnɪˈstɹeɪʃən
passionate	ˈpæʃənət
precise	pɹɪˈsaɪs
lawn	ˈlɔn
via	ˈvaɪə
jeans	ˈdʒinz
murmuring	ˈmɝmɚɪŋ
resort	ɹɪˈzɔɹt
announced	əˈnaʊnst
buddha	ˈbudə
fries	ˈfɹaɪz
capacity	kəˈpæsəti
lena	ˈlinə
opponent	əˈpoʊnənt
chains	ˈtʃeɪnz
minus	ˈmaɪnəs
apples	ˈæpəlz
angie	ˈændʒi
seattle	siˈætəl
instrument	ˈɪnstɹəmənt
healing	ˈhilɪŋ
convention	kəˈnvɛnʃən
messenger	ˈmɛsəndʒɚ
explore	ɪˈksplɔɹ
sonia	ˈsoʊˌnjɑ
versus	ˈvɝsəs
survivor	sɚˈvaɪvɚ
ruled	ˈɹuld
boyd	ˈbɔɪd
clarence	ˈklɛɹəns
madison	ˈmædəsən
cough	ˈkɑf
experts	ˈɛkspɚts
disguise	dɪˈsɡaɪz
archer	ˈɑɹtʃɚ
bicycle	ˈbaɪsɪkəl
noises	ˈnɔɪzɪz
inviting	ˌɪˈnvaɪtɪŋ
pregnancy	ˈpɹɛɡnənsi
declared	dɪˈklɛɹd
yi	ˈji
vicky	ˈvɪki
drums	ˈdɹʌmz
wooden	ˈwʊdən
innocence	ˈɪnəsəns
mouths	ˈmaʊðz
bees	ˈbiz
creaking	ˈkɹikɪŋ
cloth	ˈklɔθ
sasha	ˈsæʃə
skies	ˈskaɪz
painter	ˈpeɪntɚ
allies	ˈælaɪz
miguel	mɪˈɡɛl
pond	ˈpɑnd
runway	ˈɹʌˌnweɪ
robbie	ˈɹɑbi
assist	əˈsɪst
lana	ˈlænə
presented	pɹiˈzɛntɪd
mona	ˈmoʊnə
sickness	ˈsɪknəs
civilian	səˈvɪljən
fighters	ˈfaɪtɚz
facebook	ˈfeɪˌsbʊk
customs	ˈkʌstəmz
florence	ˈflɔɹəns
remembers	ɹɪˈmɛmbɚz
sharks	ˈʃɑɹks
juliet	ˈdʒuliˌɛt
shrimp	ˈʃɹɪmp
tore	ˈtɔɹ
seventh	ˈsɛvənθ
ou	ˈu
avoiding	əˈvɔɪdɪŋ
dawson	ˈdɔsən
isaac	ˈaɪzək
rolled	ˈɹoʊld
championship	ˈtʃæmpiəˌnʃɪp
household	ˈhaʊˌshoʊld
float	ˈfloʊt
chad	ˈtʃæd
ballet	bæˈleɪ
cracking	ˈkɹækɪŋ
raj	ˈɹɑʒ
possessed	pəˈzɛst
harmless	ˈhɑɹmləs
curiosity	ˌkjʊɹiˈɑsəti
vicious	ˈvɪʃəs
officials	əˈfɪʃəlz
glove	ˈɡlʌv
nearest	ˈnɪɹəst
manny	ˈmæni
begged	ˈbɛɡd
que	ˈkju
withdraw	wɪˈðdɹɔ
shocking	ˈʃɑkɪŋ
guessed	ˈɡɛst
nightmares	ˈnaɪˌtmɛɹz
greedy	ˈɡɹidi
forehead	ˈfɔɹhɛd
corps	ˈkɔɹ
pirates	ˈpaɪɹəts
rudy	ˈɹudi
reservation	ˌɹɛzɚˈveɪʃən
hunters	ˈhʌntɚz
fog	ˈfɑɡ
flu	ˈflu
hint	ˈhɪnt
peanut	ˈpinət
stark	ˈstɑɹk
gamble	ˈɡæmbəl
erin	ˈɛɹɪn
autumn	ˈɔtəm
bracelet	ˈbɹeɪslət
contain	kəˈnteɪn
arrogant	ˈɛɹəɡənt
simpson	ˈsɪmpsən
piper	ˈpaɪpɚ
knocks	ˈnɑks
sperm	ˈspɝm
gesture	ˈdʒɛstʃɚ
materials	məˈtɪɹiəlz
lindsay	ˈlɪndzi
alexis	əˈlɛksɪs
ticking	ˈtɪkɪŋ
standards	ˈstændɚdz
ribs	ˈɹɪbz
receipt	ɹɪˈsit
regards	ɹɪˈɡɑɹdz
whatsoever	ˌwʌtsoʊˈɛvɚ
homeland	ˈhoʊˌmlænd
leap	ˈlip
targets	ˈtɑɹɡəts
snoring	ˈsnɔɹɪŋ
damon	ˈdeɪmən
leaf	ˈlif
jar	ˈdʒɑɹ
brooke	ˈbɹʊk
proposed	pɹəˈpoʊzd
savage	ˈsævədʒ
caring	ˈkɛɹɪŋ
ivy	ˈaɪvi
approximately	əˈpɹɑksəmətli
kidnap	ˈkɪˌdnæp
carries	ˈkæɹiz
bounce	ˈbaʊns
creek	ˈkɹik
pony	ˈpoʊˌni
cleaner	ˈklinɚ
businessman	ˈbɪznəˌsmæn
lunatic	ˈlunəˌtɪk
unlikely	əˈnlaɪkli
gal	ˈɡæl
situations	ˌsɪtʃuˈeɪʃənz
colony	ˈkɑləni
sells	ˈsɛlz
choi	ˈtʃɔɪ
chambers	ˈtʃeɪmbɚz
volume	ˈvɑljum
sweets	ˈswits
panties	ˈpæntiz
respects	ɹɪˈspɛkts
reads	ˈɹidz
seeds	ˈsidz
engage	ɛˈnɡeɪdʒ
explosives	ɪˈksploʊsɪvz
stewart	ˈstuɚt
violet	ˈvaɪəlɪt
mutual	ˈmjutʃuəl
lighting	ˈlaɪtɪŋ
scores	ˈskɔɹz
lenny	ˈlɛni
savings	ˈseɪvɪŋz
beware	bɪˈwɛɹ
stephanie	ˈstɛfəni
educated	ˈɛdʒəˌkeɪtɪd
complaints	kəˈmpleɪnts
cassie	ˈkæsi
doomed	ˈdumd
offensive	əˈfɛnsɪv
harvest	ˈhɑɹvəst
qualified	ˈkwɑləˌfaɪd
relaxed	ɹɪˈlækst
cape	ˈkeɪp
buffalo	ˈbʌfəˌloʊ
triple	ˈtɹɪpəl
fireworks	ˈfaɪˌɹwɝks
palmer	ˈpɑmɚ
armor	ˈɑɹmɚ
poverty	ˈpɑvɚti
leadership	ˈlidɚˌʃɪp
rode	ˈɹoʊd
ambition	æˈmbɪʃən
cakes	ˈkeɪks
trousers	ˈtɹaʊzɚz
bean	ˈbin
melt	ˈmɛlt
racist	ˈɹeɪsɪst
bam	ˈbæm
ankle	ˈæŋkəl
occupied	ˈɑkjəˌpaɪd
nicer	ˈnaɪsɚ
correctly	kɚˈɛktli
terrifying	ˈtɛɹəˌfaɪɪŋ
hugh	ˈhju
gasp	ˈɡæsp
villain	ˈvɪlən
willy	ˈwɪli
marc	ˈmɑɹk
draft	ˈdɹæft
factor	ˈfæktɚ
whew	ˈwu
countess	ˈkaʊntəs
portrait	ˈpɔɹtɹət
suggests	səˈdʒɛsts
font	ˈfɑnt
blair	ˈblɛɹ
learnt	ˈlɝnt
pencil	ˈpɛnsəl
coordinates	koʊˈɔɹdənəts
collapsed	kəˈlæpst
reserve	ɹɪˈzɝv
jeffrey	ˈdʒɛfɹi
shirts	ˈʃɝts
umbrella	əˈmbɹɛlə
stevie	ˈstivi
ta	ˈtɑ
traveled	ˈtɹævəld
auto	ˈɔtoʊ
logical	ˈlɑdʒɪkəl
chew	ˈtʃu
eliminate	ɪˈlɪməˌneɪt
beverly	ˈbɛvɚli
carbon	ˈkɑɹbən
cancelled	ˈkænsəld
crawling	ˈkɹɔlɪŋ
stepping	ˈstɛpɪŋ
independence	ˌɪndɪˈpɛndəns
medium	ˈmidiəm
canceled	ˈkænsəld
tess	ˈtɛs
fanny	ˈfæni
seated	ˈsitɪd
upbeat	ˈʌˌpbit
asian	ˈeɪʒən
drowning	ˈdɹaʊnɪŋ
messy	ˈmɛsi
quest	ˈkwɛst
represents	ˌɹɛpɹɪˈzɛnts
fletcher	ˈflɛtʃɚ
memorial	məˈmɔɹiəl
doyle	ˈdɔɪl
stressed	ˈstɹɛst
bearing	ˈbɛɹɪŋ
watches	ˈwɑtʃəz
spoon	ˈspun
cooperation	koʊˌɑpɚˈeɪʃən
tucker	ˈtʌkɚ
earthquake	ˈɝˌθkweɪk
sailing	ˈseɪlɪŋ
involve	ˌɪˈnvɑlv
houston	ˈhjustən
asia	ˈeɪʒə
spectacular	spɛˈktækjəlɚ
reliable	ɹɪˈlaɪəbəl
breach	ˈbɹitʃ
sophisticated	səˈfɪstəˌkeɪtɪd
echo	ˈɛkoʊ
indicate	ˈɪndəˌkeɪt
swamp	ˈswɑmp
vehicles	ˈvihɪkəlz
manual	ˈmænjuəl
elegant	ˈɛləɡənt
compound	ˈkɑmpaʊnd
serves	ˈsɝvz
scares	ˈskɛɹz
rattling	ˈɹætlɪŋ
pursue	pɚˈsu
dreamt	ˈdɹɛmt
stefan	ˈstɛfɑn
revolutionary	ˌɹɛvəˈluʃəˌnɛɹi
wa	ˈwɑ
rig	ˈɹɪɡ
convincing	kəˈnvɪnsɪŋ
fiona	fiˈoʊnə
tribal	ˈtɹaɪbəl
cleveland	ˈklivlənd
lex	ˈlɛks
depth	ˈdɛpθ
blaming	ˈbleɪmɪŋ
aids	ˈeɪdz
elaine	ɪˈleɪn
wakes	ˈweɪks
occur	əˈkɝ
camping	ˈkæmpɪŋ
fart	ˈfɑɹt
stamp	ˈstæmp
kathy	ˈkæθi
assassin	əˈsæsən
approved	əˈpɹuvd
crucial	ˈkɹuʃəl
annual	ˈænjuəl
torch	ˈtɔɹtʃ
dallas	ˈdæləs
fulfill	fʊˈlfɪl
bon	ˈbɑn
resting	ˈɹɛstɪŋ
reunion	ɹiˈunjən
witnessed	ˈwɪtnəst
graduated	ˈɡɹædʒuˌeɪtɪd
sub	ˈsʌb
howling	ˈhaʊlɪŋ
clyde	ˈklaɪd
hospitals	ˈhɑˌspɪtəlz
stall	ˈstɔl
legacy	ˈlɛɡəsi
otto	ˈɑˌtoʊ
riot	ˈɹaɪət
shops	ˈʃɑps
whereabouts	ˈwɛɹəˌbaʊts
teenager	ˈtiˌneɪdʒɚ
samuel	ˈsæmjul
squealing	ˈskwilɪŋ
mines	ˈmaɪnz
danced	ˈdænst
crowded	ˈkɹaʊdəd
orleans	ˈɔɹliənz
literature	ˈlɪtɚətʃɚ
morgue	ˈmɔɹɡ
strongest	ˈstɹɔŋɡəst
agnes	ˈæɡnɪs
transmission	tɹæˈnsmɪʃən
panel	ˈpænəl
sole	ˈsoʊl
sequence	ˈsikwəns
sexually	ˈsɛkʃuəli
georgie	ˈdʒɔɹdʒi
hugo	ˈhjuɡoʊ
denny	ˈdɛni
smack	ˈsmæk
congratulate	kəˈnɡɹætʃəˌleɪt
anxiety	æˈŋzaɪəti
choking	ˈtʃoʊkɪŋ
tolerate	ˈtɑlɚˌeɪt
mode	ˈmoʊd
communications	kəˌmjunəˈkeɪʃənz
welfare	ˈwɛˌlfɛɹ
dice	ˈdaɪs
orphan	ˈɔɹfən
locks	ˈlɑks
settlement	ˈsɛtəlmənt
advertising	ˈædvɚˌtaɪzɪŋ
uniforms	ˈjunəˌfɔɹmz
mcgee	məˈɡi
devoted	dɪˈvoʊtɪd
shoots	ˈʃuts
principles	ˈpɹɪnsəpəlz
circuit	ˈsɝkət
nickname	ˈnɪˌkneɪm
dot	ˈdɑt
elderman	ˈɛldɚmən
scenario	sɪˈnɛɹioʊ
choir	ˈkwaɪɚ
stunt	ˈstʌnt
smoked	ˈsmoʊkt
isolated	ˈaɪsəˌleɪtəd
equally	ˈikwəli
statements	ˈsteɪtmənts
gil	ˈɡɪl
shaw	ˈʃɔ
lipstick	ˈlɪˌpstɪk
courtesy	ˈkɝtəsi
hobby	ˈhɑbi
hesitate	ˈhɛzəˌteɪt
hatch	ˈhætʃ
luis	luˈis
sylvia	ˈsɪlviə
phoned	ˈfoʊnd
experiences	ɪˈkspɪɹiənsɪz
popped	ˈpɑpt
quid	ˈkwɪd
fragile	ˈfɹædʒəl
husbands	ˈhʌzbəndz
fiction	ˈfɪkʃən
persuade	pɚˈsweɪd
pastor	ˈpæstɚ
dolls	ˈdɑlz
pose	ˈpoʊz
ji	ˈdʒi
ming	ˈmɪŋ
rupees	ɹuˈpiz
tricked	ˈtɹɪkt
ruins	ˈɹuənz
sadly	ˈsædli
owed	ˈoʊd
importantly	ˌɪˈmpɔɹtəntli
louie	luˈi
industrial	ˌɪˈndʌstɹiəl
musician	mjuˈzɪʃən
labour	ˈleɪbɚ
evolution	ˌɛvəˈluʃən
salute	səˈlut
ba	ˌbiˈeɪ
cent	ˈsɛnt
bartender	ˈbɑˌɹtɛndɚ
calendar	ˈkæləndɚ
hal	ˈhæl
miracles	ˈmɪɹəkəlz
balcony	ˈbælkəni
horny	ˈhɔɹni
regard	ɹɪˈɡɑɹd
valerie	ˈvælɚi
fold	ˈfoʊld
organs	ˈɔɹɡənz
nigel	ˈnaɪdʒəl
theo	ˈθioʊ
einstein	ˈaɪnstaɪn
boris	ˈbɔɹɪs
suitable	ˈsutəbəl
inaudible	ˌɪˈnɔdəbəl
melody	ˈmɛlədi
phillip	ˈfɪlɪp
movements	ˈmuvmənts
differences	ˈdɪfɚənsɪz
barbecue	ˈbɑɹbɪˌkju
trading	ˈtɹeɪdɪŋ
strongly	ˈstɹɔŋli
fluid	ˈfluəd
scholarship	ˈskɑlɚˌʃɪp
translation	tɹæˈnzleɪʃən
cricket	ˈkɹɪkət
shuttle	ˈʃʌtəl
moans	ˈmoʊnz
quicker	ˈkwɪkɚ
picks	ˈpɪks
murderers	ˈmɝdɚɚz
videos	ˈvɪdioʊz
initial	ˌɪˈnɪʃəl
perimeter	pɚˈɪmətɚ
questioned	ˈkwɛstʃənd
yea	ˈjeɪ
cousins	ˈkʌzənz
divided	dɪˈvaɪdɪd
linked	ˈlɪŋkt
laboratory	ˈlæbɹəˌtɔɹi
crab	ˈkɹæb
pulls	ˈpʊlz
landlord	ˈlæˌndlɔɹd
reggie	ˈɹɛdʒi
hostile	ˈhɑstəl
classified	ˈklæsəˌfaɪd
cultural	ˈkʌltʃɚəl
measures	ˈmɛʒɚz
update	əˈpdeɪt
cottage	ˈkɑtədʒ
backyard	ˈbæˌkjɑɹd
amateur	ˈæməˌtɝ
chopper	ˈtʃɑpɚ
rash	ˈɹæʃ
despair	dɪˈspɛɹ
honorable	ˈɑnɚəbəl
shiny	ˈʃaɪni
hawk	ˈhɔk
shorts	ˈʃɔɹts
ni	ˈni
representative	ˌɹɛpɹəˈzɛntətɪv
wong	ˈwɔŋ
pouring	ˈpɔɹɪŋ
distress	dɪˈstɹɛs
tanner	ˈtænɚ
telegram	ˈtɛləˌɡɹæm
pimp	ˈpɪmp
dip	ˈdɪp
trophy	ˈtɹoʊfi
marilyn	ˈmɛɹələn
hallelujah	ˌhæləˈlujə
neal	ˈnil
es	ˈɛs
howdy	ˈhaʊdi
misses	ˈmɪsəz
flush	ˈflʌʃ
magician	məˈdʒɪʃən
dynamite	ˈdaɪnəˌmaɪt
cuba	ˈkjubə
conquer	ˈkɑŋkɚ
unpleasant	əˈnplɛzənt
jealousy	ˈdʒɛləsi
regrets	ɹɪˈɡɹɛts
lifted	ˈlɪftəd
increased	ˌɪˈnkɹist
toxic	ˈtɑksɪk
broadway	ˈbɹɔˌdweɪ
sakes	ˈseɪks
pudding	ˈpʊdɪŋ
rally	ˈɹæli
needing	ˈnidɪŋ
bloom	ˈblum
corporation	ˌkɔɹpɚˈeɪʃən
buys	ˈbaɪz
disorder	dɪˈsɔɹdɚ
interrupting	ˌɪntɚˈʌptɪŋ
sadness	ˈsædnəs
cease	ˈsis
barnes	ˈbɑɹnz
scoundrel	ˈskaʊndɹəl
sensible	ˈsɛnsəbəl
evans	ˈɛvənz
specialist	ˈspɛʃələst
dragging	ˈdɹæɡɪŋ
bribe	ˈbɹaɪb
burke	ˈbɝk
bothers	ˈbɑðɚz
interrogation	ˌɪˌntɛɹəˈɡeɪʃən
prescription	pɹəˈskɹɪpʃən
referring	ɹɪˈfɝɪŋ
knives	ˈnaɪvz
graduation	ˌɡɹædʒuˈeɪʃən
liking	ˈlaɪkɪŋ
bubbles	ˈbʌbəlz
grid	ˈɡɹɪd
haircut	ˈhɛˌɹkʌt
regardless	ɹəˈɡɑɹdləs
lodge	ˈlɑdʒ
poisoning	ˈpɔɪzənɪŋ
feathers	ˈfɛðɚz
edgar	ˈɛdɡɚ
software	ˈsɔˌftwɛɹ
marina	mɚˈinə
sophia	soʊˈfiə
queens	ˈkwinz
oak	ˈoʊk
trips	ˈtɹɪps
scaring	ˈskɛɹɪŋ
avery	ˈeɪvɚi
awhile	əˈwaɪl
sofa	ˈsoʊfə
conscious	ˈkɑnʃəs
swords	ˈsɔɹdz
instincts	ˈɪnstɪŋkts
deliberately	dɪˈlɪbɚətli
starve	ˈstɑɹv
venus	ˈvinəs
olive	ˈɑləv
maniac	ˈmeɪniˌæk
psychological	ˌsaɪkəˈlɑdʒɪkəl
robinson	ˈɹɑbənsən
soo	ˈsu
belle	ˈbɛl
landscape	ˈlæˌndskeɪp
straw	ˈstɹɔ
dam	ˈdæm
mandy	ˈmændi
accuse	əˈkjuz
rehab	ɹihæb
switzerland	ˈswɪtsɚlənd
agenda	əˈdʒɛndə
glue	ˈɡlu
salesman	ˈseɪlzmən
diner	ˈdaɪnɚ
projects	ˈpɹɑdʒɛkts
floors	ˈflɔɹz
